geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; N??oCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media
1; 32; 24; 6; 0.2; 3; 0; 0; 0; 0.3; 9; 9; 23;1814
2; 24; 23; 4; 0.2; 2; 0; 0; 0; 0.3; 8; 8; 13;1711
3; 23; 23; 4; 0.2; 0; 2; 0; 0; 0.3; 7; 7; 11;1711
4; 23; 23; 4; 0.2; 2; 0; 0; 0; 0.3; 7; 7; 11;1711
5; 23; 22; 4; 0.2; 2; 0; 0; 0; 0.3; 7; 7; 12;1660
6; 22; 23; 4; 0.2; 1; 1; 0; 0; 0.3; 7; 7; 10;1587
7; 23; 23; 4; 0.2; 1; 1; 0; 0; 0.3; 8; 8; 12;1587
8; 23; 24; 4; 0.2; 1; 0; 1; 0; 0.3; 8; 8; 11;1660
9; 24; 23; 4; 0.2; 1; 1; 0; 0; 0.3; 8; 8; 13;1587
10; 23; 21; 4; 0.2; 1; 1; 0; 0; 0.3; 7; 7; 13;1556
11; 21; 23; 4; 0.2; 0; 1; 1; 0; 0.3; 7; 7; 9;1587
12; 23; 22; 4; 0.2; 0; 1; 1; 0; 0.3; 7; 7; 12;1587
13; 22; 23; 4; 0.2; 1; 0; 1; 0; 0.3; 7; 7; 10;1587
14; 23; 23; 4; 0.2; 2; 0; 0; 0; 0.3; 8; 8; 12;1587
15; 23; 23; 4; 0.2; 2; 0; 0; 0; 0.3; 7; 7; 11;1587
16; 23; 24; 4; 0.2; 0; 0; 2; 0; 0.3; 7; 7; 10;1660
17; 24; 24; 4; 0.2; 2; 0; 0; 0; 0.3; 8; 8; 12;1660
18; 24; 22; 4; 0.2; 1; 0; 1; 0; 0.3; 8; 8; 14;1587
19; 22; 21; 4; 0.2; 1; 0; 1; 0; 0.3; 7; 7; 12;1556
20; 21; 23; 4; 0.2; 1; 1; 0; 0; 0.3; 7; 7; 9;1587

